DT_DAY,TX_DAY_OF_WEEK_DESCR_NL,TX_BUILD_UP_AREA_DESCR_NL,TX_COLL_TYPE_DESCR_NL,TX_LIGHT_COND_DESCR_NL,TX_ROAD_TYPE_DESCR_NL,TX_MUNTY_DESCR_NL,TX_PROV_DESCR_NL,MS_ACCT,MS_ACCT_WITH_DEAD,MS_ACCT_WITH_DEAD_30_DAYS,MS_ACCT_WITH_MORY_INJ,MS_ACCT_WITH_SERLY_INJ,MS_ACCT_WITH_SLY_INJ
16-Sep-20,woensdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,Autosnelweg,Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
16-Sep-20,woensdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,Autosnelweg,Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
16-Sep-20,woensdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
15-Jun-20,maandag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
07-Jan-20,dinsdag,Buiten bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
07-Jan-20,dinsdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
13-Feb-20,donderdag,Binnen bebouwde kom,Langs opzij,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
01-Jun-20,maandag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
31-May-20,zondag,Binnen bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
20-May-20,woensdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
19-May-20,dinsdag,Buiten bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,1,1,0,0,0
30-Apr-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
28-Apr-20,dinsdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
29-Jan-20,woensdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
25-Apr-20,zaterdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
26-Jan-20,zondag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
24-Jan-20,vrijdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Chaumont-Gistoux,Provincie Waals-Brabant,1,0,0,0,0,1
06-Jan-20,maandag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
11-Jun-20,donderdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
03-Jun-20,woensdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
17-May-20,zondag,Binnen bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
21-Apr-20,dinsdag,Binnen bebouwde kom,"Eén bestuurder, geen hindernis","Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
08-Apr-20,woensdag,Binnen bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
19-Jan-20,zondag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
17-Jan-20,vrijdag,Niet beschikbaar,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
12-Jan-20,zondag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
11-Jan-20,zaterdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
09-Jan-20,donderdag,Binnen bebouwde kom,Met een voetganger,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
20-Feb-20,donderdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
27-Dec-20,zondag,Binnen bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
25-Nov-20,woensdag,Binnen bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
26-Jun-20,vrijdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
28-Aug-20,vrijdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
05-Jul-20,zondag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
20-Oct-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
17-Jul-20,vrijdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
13-Aug-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
09-Aug-20,zondag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
24-Sep-20,donderdag,Buiten bebouwde kom,"Eén bestuurder, geen hindernis","Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
08-Aug-20,zaterdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
19-Sep-20,zaterdag,Binnen bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
16-Sep-20,woensdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Court-Saint-Etienne,Provincie Waals-Brabant,1,0,0,0,0,1
06-Dec-20,zondag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
19-Jun-20,vrijdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
08-Sep-20,dinsdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
01-Sep-20,dinsdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
14-Nov-20,zaterdag,Buiten bebouwde kom,Niet beschikbaar,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
29-Aug-20,zaterdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
01-Nov-20,zondag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
28-Oct-20,woensdag,Niet beschikbaar,Tegen een hindernis buiten de rijbaan,Niet beschikbaar,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
11-Oct-20,zondag,Niet beschikbaar,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
15-Aug-20,zaterdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
02-Oct-20,vrijdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
28-Sep-20,maandag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
25-Sep-20,vrijdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
24-Sep-20,donderdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
14-Sep-20,maandag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,1,0
23-Dec-20,woensdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
08-Jan-20,woensdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
12-Jun-20,vrijdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,Onbekend,Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
04-Jan-20,zaterdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
02-Jun-20,dinsdag,Binnen bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
31-May-20,zondag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
29-May-20,vrijdag,Binnen bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
06-Feb-20,donderdag,Buiten bebouwde kom,Tegen een hindernis op de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
02-Feb-20,zondag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
26-Jan-20,zondag,Binnen bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
17-Mar-20,dinsdag,Buiten bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
13-Mar-20,vrijdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
16-Jan-20,donderdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
15-Jan-20,woensdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Niet beschikbaar,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
04-Mar-20,woensdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
02-Mar-20,maandag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Dageraad - schemering,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
29-Feb-20,zaterdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
20-Feb-20,donderdag,Buiten bebouwde kom,Langs opzij,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Genepiën,Provincie Waals-Brabant,1,0,0,0,0,1
17-Feb-20,maandag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
31-May-20,zondag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
25-May-20,maandag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
17-May-20,zondag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
31-Jan-20,vrijdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
16-Jan-20,donderdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
03-Mar-20,dinsdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
28-Feb-20,vrijdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
26-Feb-20,woensdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
26-Feb-20,woensdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
09-Jan-20,donderdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
24-Dec-20,donderdag,Buiten bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
15-Dec-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
12-Sep-20,zaterdag,Binnen bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
12-Sep-20,zaterdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
01-Sep-20,dinsdag,Binnen bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,1,0
30-Aug-20,zondag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
20-Aug-20,donderdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
25-Jun-20,donderdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
25-Jun-20,donderdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,1,0
01-Oct-20,donderdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
20-Jun-20,zaterdag,Binnen bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
01-Aug-20,zaterdag,Binnen bebouwde kom,Tegen een hindernis op de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Graven,Provincie Waals-Brabant,1,0,0,0,0,1
08-Dec-20,dinsdag,Buiten bebouwde kom,"Eén bestuurder, geen hindernis","Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
24-Aug-20,maandag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
25-Jun-20,donderdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
21-Sep-20,maandag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
20-Dec-20,zondag,Binnen bebouwde kom,Tegen een hindernis op de rijbaan,Niet beschikbaar,"Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
07-Jan-20,dinsdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
15-Jun-20,maandag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
15-Feb-20,zaterdag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
15-May-20,vrijdag,Buiten bebouwde kom,Tegen een hindernis op de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
07-Mar-20,zaterdag,Buiten bebouwde kom,Langs opzij,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
16-Jan-20,donderdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
10-Jan-20,vrijdag,Binnen bebouwde kom,Kettingbotsing (4 bestuurders of meer),"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Incourt,Provincie Waals-Brabant,1,0,0,0,0,1
15-Feb-20,zaterdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
11-Jun-20,donderdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
16-May-20,zaterdag,Binnen bebouwde kom,Met een voetganger,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
12-May-20,dinsdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
07-May-20,donderdag,Buiten bebouwde kom,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,Autosnelweg,Itter,Provincie Waals-Brabant,1,0,0,0,0,1
16-Apr-20,donderdag,Buiten bebouwde kom,Niet beschikbaar,Bij klaarlichte dag,Autosnelweg,Itter,Provincie Waals-Brabant,1,0,0,0,0,1
14-Apr-20,dinsdag,Buiten bebouwde kom,Frontale botsing (of bij het kruisen),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
14-Jan-20,dinsdag,Binnen bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
01-Dec-20,dinsdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,Bij klaarlichte dag,Autosnelweg,Itter,Provincie Waals-Brabant,1,1,1,0,0,0
19-Nov-20,donderdag,Buiten bebouwde kom,"Eén bestuurder, geen hindernis","Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
19-Nov-20,donderdag,Buiten bebouwde kom,Tegen een hindernis buiten de rijbaan,"Nacht, geen openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
18-Nov-20,woensdag,Binnen bebouwde kom,Niet beschikbaar,"Nacht, ontstoken openbare verlichting","Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
09-Nov-20,maandag,Buiten bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
30-Aug-20,zondag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,Autosnelweg,Itter,Provincie Waals-Brabant,1,0,0,0,0,1
26-Aug-20,woensdag,Binnen bebouwde kom,Langs opzij,Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
19-Oct-20,maandag,Binnen bebouwde kom,Kettingbotsing (4 bestuurders of meer),Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
06-Oct-20,dinsdag,Buiten bebouwde kom,Langs achteren (of naast elkaar),Bij klaarlichte dag,Autosnelweg,Itter,Provincie Waals-Brabant,1,0,0,0,0,1
27-Sep-20,zondag,Niet beschikbaar,Langs achteren (of naast elkaar),Niet beschikbaar,Onbekend,Itter,Provincie Waals-Brabant,1,0,0,0,0,1
10-Aug-20,maandag,Buiten bebouwde kom,Langs achteren (of naast elkaar),"Nacht, ontstoken openbare verlichting",Autosnelweg,Itter,Provincie Waals-Brabant,1,0,0,0,0,1
19-Sep-20,zaterdag,Niet beschikbaar,"Eén bestuurder, geen hindernis",Bij klaarlichte dag,"Gewestweg, provincieweg of gemeenteweg",Itter,Provincie Waals-Brabant,1,0,0,0,0,1
